timestamp, temp (°C)
2024-07-22 22:47:13, 24.9
2024-07-22 22:49:14, 24.9
2024-07-22 22:51:15, 24.8
2024-07-22 22:53:16, 24.8
2024-07-22 22:55:17, 24.9
2024-07-22 22:57:18, 24.9
2024-07-22 22:59:19, 24.9
2024-07-22 23:01:20, 24.9
2024-07-22 23:03:21, 24.8
2024-07-22 23:05:22, 24.8
2024-07-23 11:15:15, 24.4
2024-07-23 11:17:16, 24.5
2024-07-23 11:19:17, 24.4
2024-07-23 11:21:18, 24.5
2024-07-23 11:23:19, 24.5
2024-07-23 11:25:20, 24.4
2024-07-23 11:27:21, 24.4
2024-07-23 11:29:22, 24.4
2024-07-23 11:31:23, 24.5
2024-07-23 11:33:24, 24.5
2024-07-23 11:35:25, 24.5
2024-07-23 11:37:26, 24.5
2024-07-23 11:39:27, 24.5
2024-07-23 11:41:28, 24.5
2024-07-23 11:43:29, 24.5
2024-07-23 11:45:30, 24.6
2024-07-23 11:47:31, 24.6
2024-07-23 11:49:32, 24.6
2024-07-23 11:51:33, 24.6
2024-07-23 11:53:34, 24.6
2024-07-23 11:55:35, 24.5
2024-07-23 11:57:36, 24.6
2024-07-23 11:59:37, 24.6
2024-07-23 12:01:38, 24.6
2024-07-23 12:03:39, 24.6
2024-07-23 12:05:40, 24.6
2024-07-23 12:07:41, 24.6
2024-07-23 12:09:42, 24.7
2024-07-23 12:11:43, 24.7
2024-07-23 12:13:44, 24.7
2024-07-23 12:15:45, 24.7
2024-07-23 12:17:46, 24.8
2024-07-23 12:19:47, 24.7
2024-07-23 12:21:48, 24.7
2024-07-23 13:24:15, 25.1
2024-07-23 13:26:16, 25.4
2024-07-23 13:28:17, 25.2
2024-07-23 13:30:18, 25.3
2024-07-23 13:32:19, 25.5
2024-07-23 13:34:20, 45.6
2024-07-23 13:36:21, 25.3
2024-07-23 13:38:22, 25.2
2024-07-23 13:40:23, 25.3
2024-07-23 13:42:24, 25.4
2024-07-23 13:44:25, 25.1
2024-07-23 13:46:26, 25.1
2024-07-23 13:48:27, 25.1
2024-07-23 13:50:28, 25.1
2024-07-23 13:52:29, 25.1
2024-07-23 13:54:30, 25.1
2024-07-23 13:56:31, 25.2
2024-07-23 13:58:32, 25.3
2024-07-23 14:00:33, 25.3
2024-07-23 14:02:34, 25.4
2024-07-23 14:04:35, 25.5
2024-07-23 14:06:36, 25.6
2024-07-23 14:08:36, 25.4
2024-07-23 14:10:37, 25.7
2024-07-23 14:12:38, 25.8
2024-07-23 14:14:39, 25.6
2024-07-23 14:16:40, 25.5
2024-07-23 14:18:41, 25.4
2024-07-23 14:20:42, 25.3
2024-07-23 14:22:43, 25.2
2024-07-23 14:24:44, 25.0
2024-07-23 14:26:45, 25.0
2024-07-23 14:28:46, 25.0
2024-07-23 14:30:47, 25.0
2024-07-23 14:32:48, 25.0
2024-07-23 14:34:49, 25.0
2024-07-23 14:36:50, 25.0
2024-07-23 14:38:51, 25.0
2024-07-23 14:40:52, 24.9
2024-07-23 14:42:53, 25.0
2024-07-23 14:44:54, 25.0
2024-07-23 14:46:55, 25.0
2024-07-23 14:48:56, 25.0
2024-07-23 14:50:57, 25.0
2024-07-23 14:52:58, 25.0
2024-07-23 14:54:59, 25.0
2024-07-23 14:57:00, 25.0
2024-07-23 14:59:01, 25.0
2024-07-23 15:01:02, 24.9
2024-07-23 15:03:03, 24.9
2024-07-23 15:05:04, 24.9
2024-07-23 15:07:05, 25.0
2024-07-23 15:09:06, 25.0
2024-07-23 15:11:07, 25.0
2024-07-23 15:13:08, 25.0
2024-07-23 15:15:09, 25.1
2024-07-23 15:17:10, 25.0
2024-07-23 15:19:11, 25.0
2024-07-23 15:21:12, 25.1
2024-07-23 15:23:13, 25.1
2024-07-23 15:25:13, 25.2
2024-07-23 15:27:14, 25.1
2024-07-23 15:29:15, 25.1
2024-07-23 15:31:16, 25.1
2024-07-23 15:33:17, 25.2
2024-07-23 15:35:18, 25.2
2024-07-23 15:37:19, 25.2
2024-07-23 15:39:20, 25.2
2024-07-23 15:41:21, 25.2
2024-07-23 15:43:22, 25.2
2024-07-23 15:45:23, 25.2
2024-07-23 15:47:24, 25.2
2024-07-23 15:49:25, 25.2
2024-07-23 15:51:26, 25.2
2024-07-23 15:53:27, 25.3
2024-07-23 15:55:28, 25.2
2024-07-23 15:57:29, 25.3
2024-07-23 15:59:30, 25.2
2024-07-23 16:01:31, 25.2
2024-07-23 16:03:32, 25.2
2024-07-23 16:05:33, 25.2
2024-07-23 16:07:34, 25.2
2024-07-23 16:09:35, 25.2
2024-07-23 16:11:36, 25.1
2024-07-23 16:13:37, 25.2
2024-07-23 16:15:38, 25.2
2024-07-23 16:17:39, 25.2
2024-07-23 16:19:40, 25.1
2024-07-23 16:21:41, 25.2
2024-07-23 16:23:42, 25.1
2024-07-23 16:25:43, 25.2
2024-07-23 16:27:44, 25.2
2024-07-23 16:29:45, 25.2
2024-07-23 16:31:46, 25.1
2024-07-23 16:33:47, 25.1
2024-07-23 16:35:48, 25.1
2024-07-23 16:37:49, 25.2
2024-07-23 16:39:49, 25.2
2024-07-23 16:41:50, 25.2
2024-07-23 16:43:51, 25.2
2024-07-23 16:45:52, 25.2
2024-07-23 16:47:53, 25.2
2024-07-23 16:49:54, 25.2
2024-07-23 16:51:55, 25.2
2024-07-23 16:53:56, 25.2
2024-07-23 16:55:57, 25.2
2024-07-23 16:57:58, 25.3
2024-07-23 16:59:59, 25.2
2024-07-23 17:02:00, 25.2
2024-07-23 17:04:01, 25.2
2024-07-23 17:06:02, 25.3
2024-07-23 17:08:03, 25.3
2024-07-23 17:10:04, 25.3
2024-07-23 17:12:05, 25.3
2024-07-23 17:14:06, 25.2
2024-07-23 17:16:07, 25.3
2024-07-23 17:18:08, 25.3
2024-07-23 17:20:09, 25.3
2024-07-23 17:22:10, 25.3
2024-07-23 17:24:11, 25.3
2024-07-23 17:26:12, 25.2
2024-07-23 17:28:13, 25.3
2024-07-23 17:30:14, 25.3
2024-07-23 17:32:15, 25.3
2024-07-23 17:34:16, 25.3
2024-07-23 17:36:17, 25.3
2024-07-23 17:38:18, 25.3
2024-07-23 17:40:19, 25.3
2024-07-23 17:42:20, 25.3
2024-07-23 17:44:21, 25.3
2024-07-23 17:46:22, 25.3
2024-07-23 17:48:23, 25.3
2024-07-23 17:50:24, 25.3
2024-07-23 17:52:25, 25.3
2024-07-23 17:54:26, 25.3
2024-07-23 17:56:27, 25.3
2024-07-23 17:58:28, 25.3
2024-07-23 18:00:29, 25.4
2024-07-23 18:02:30, 25.4
2024-07-23 18:04:31, 25.4
2024-07-23 18:06:32, 25.4
2024-07-23 18:08:33, 25.4
2024-07-23 18:10:34, 25.4
2024-07-23 18:12:35, 25.4
2024-07-23 18:14:35, 25.4
2024-07-23 18:16:36, 25.4
2024-07-23 18:18:37, 25.4
2024-07-23 18:20:38, 25.4
2024-07-23 18:22:39, 25.4
2024-07-23 18:24:40, 25.4
2024-07-23 18:26:41, 25.4
2024-07-23 18:28:42, 25.4
2024-07-23 18:30:43, 25.4
2024-07-23 18:32:44, 25.4
2024-07-23 18:34:45, 25.4
2024-07-23 18:36:46, 25.3
2024-07-23 18:38:47, 25.4
2024-07-23 18:40:48, 25.3
2024-07-23 18:42:49, 25.3
2024-07-23 18:44:50, 25.3
2024-07-23 18:46:51, 25.3
2024-07-23 18:48:52, 25.3
2024-07-23 18:50:53, 25.3
2024-07-23 18:52:54, 25.3
2024-07-23 18:54:55, 25.3
2024-07-23 18:56:56, 25.3
2024-07-23 18:58:57, 25.3
2024-07-23 19:00:58, 25.4
2024-07-23 19:02:59, 25.3
2024-07-23 19:05:00, 25.3
2024-07-23 19:07:01, 25.3
2024-07-23 19:09:02, 25.3
2024-07-23 19:11:03, 25.3
2024-07-23 19:13:04, 25.3
2024-07-23 19:15:05, 25.2
2024-07-23 19:17:06, 25.3
2024-07-23 19:19:07, 25.2
2024-07-23 19:21:08, 25.3
2024-07-23 19:23:09, 25.3
2024-07-23 19:25:10, 25.2
2024-07-23 19:27:11, 25.2
2024-07-23 19:29:12, 25.2
2024-07-23 19:31:13, 25.2
2024-07-23 19:33:14, 25.2
2024-07-23 19:35:15, 25.2
2024-07-23 19:37:16, 25.2
2024-07-23 19:39:17, 25.2
2024-07-23 19:41:18, 25.2
2024-07-23 19:43:19, 25.2
2024-07-23 19:45:20, 25.2
2024-07-23 19:47:21, 25.2
2024-07-23 19:49:22, 25.1
2024-07-23 19:51:22, 25.2
2024-07-23 19:53:23, 25.1
2024-07-23 19:55:24, 25.1
2024-07-23 19:57:25, 25.2
2024-07-23 19:59:26, 25.1
2024-07-23 20:01:27, 25.1
2024-07-23 20:03:28, 25.1
2024-07-23 20:05:29, 25.2
2024-07-23 20:07:30, 25.1
2024-07-23 20:09:31, 25.1
2024-07-23 20:11:32, 25.1
2024-07-23 20:13:33, 25.1
2024-07-23 20:15:34, 25.1
2024-07-23 20:17:35, 25.0
2024-07-23 20:19:36, 25.1
2024-07-23 20:21:37, 25.0
2024-07-23 20:23:38, 25.0
2024-07-23 20:25:39, 25.1
2024-07-23 20:27:40, 25.1
2024-07-23 20:29:41, 25.0
2024-07-23 20:31:42, 25.0
2024-07-23 20:33:43, 25.0
2024-07-23 20:35:44, 25.1
2024-07-23 20:37:45, 25.0
2024-07-23 20:39:46, 25.0
2024-07-23 20:41:47, 25.0
2024-07-23 20:43:48, 25.0
2024-07-23 20:45:49, 25.0
2024-07-23 20:47:50, 25.1
2024-07-23 20:49:51, 25.0
2024-07-23 20:51:52, 25.0
2024-07-23 20:53:53, 25.0
2024-07-23 20:55:54, 25.0
2024-07-23 20:57:55, 25.0
2024-07-23 20:59:56, 25.0
2024-07-23 21:01:57, 25.0
2024-07-23 21:03:58, 25.0
2024-07-23 21:05:59, 25.0
2024-07-23 21:08:00, 25.0
2024-07-23 21:10:01, 25.0
2024-07-23 21:12:02, 25.0
2024-07-23 21:14:03, 25.0
2024-07-23 21:16:04, 25.0
2024-07-23 21:18:05, 25.0
2024-07-23 21:20:06, 25.0
2024-07-23 21:22:07, 25.0
2024-07-23 21:24:08, 25.0
2024-07-23 21:26:09, 25.0
2024-07-23 21:28:10, 25.0
2024-07-23 21:30:11, 25.0
2024-07-23 21:32:12, 24.9
2024-07-23 21:34:13, 25.0
2024-07-23 21:36:14, 25.0
2024-07-23 21:38:15, 25.0
2024-07-23 21:40:15, 25.0
2024-07-23 21:42:16, 24.9
2024-07-23 21:44:17, 25.0
2024-07-23 21:46:18, 25.0
2024-07-23 21:48:19, 25.0
2024-07-23 21:50:20, 24.9
2024-07-23 21:52:21, 24.9
2024-07-23 21:54:22, 25.0
2024-07-23 21:56:23, 24.9
2024-07-23 21:58:24, 24.9
2024-07-23 22:00:25, 24.9
2024-07-23 22:02:26, 24.9
2024-07-23 22:04:27, 24.9
2024-07-23 22:06:28, 24.9
2024-07-23 22:08:29, 24.9
2024-07-23 22:10:30, 24.9
2024-07-23 22:12:31, 24.9
2024-07-23 22:14:32, 24.9
2024-07-23 22:16:33, 24.9
2024-07-23 22:18:34, 24.9
2024-07-23 22:20:35, 24.9
2024-07-23 22:22:36, 24.9
2024-07-23 22:24:37, 24.9
2024-07-23 22:26:38, 24.9
2024-07-23 22:28:39, 24.9
2024-07-23 22:30:40, 24.9
2024-07-23 22:32:41, 24.8
2024-07-23 22:34:42, 24.8
2024-07-23 22:36:43, 24.8
2024-07-23 22:38:44, 24.8
2024-07-23 22:40:45, 24.8
2024-07-23 22:42:46, 24.8
2024-07-23 22:44:47, 24.8
2024-07-23 22:46:48, 24.8
2024-07-23 22:48:49, 24.8
2024-07-23 22:50:50, 24.8
2024-07-23 22:52:51, 24.8
2024-07-23 22:54:52, 24.8
2024-07-23 22:56:53, 24.8
2024-07-23 22:58:54, 24.8
2024-07-23 23:00:55, 24.8
2024-07-23 23:02:56, 24.8
2024-07-23 23:04:57, 24.8
2024-07-23 23:06:58, 24.8
2024-07-23 23:08:59, 24.9
2024-07-23 23:11:00, 25.0
2024-07-23 23:13:01, 25.0
2024-07-23 23:15:02, 24.9
2024-07-23 23:17:02, 24.8
2024-07-23 23:19:03, 24.8
2024-07-23 23:21:04, 24.8
2024-07-23 23:23:05, 24.8
2024-07-23 23:25:06, 24.7
2024-07-23 23:27:07, 24.7
2024-07-23 23:29:08, 24.8
2024-07-23 23:31:09, 24.8
2024-07-23 23:33:10, 24.7
2024-07-23 23:35:11, 24.7
2024-07-23 23:37:12, 24.7
2024-07-23 23:39:13, 24.7
2024-07-23 23:41:14, 24.7
2024-07-23 23:43:15, 24.7
2024-07-23 23:45:16, 24.7
2024-07-23 23:47:17, 24.7
2024-07-23 23:49:18, 24.6
2024-07-23 23:51:19, 24.7
2024-07-23 23:53:20, 24.7
2024-07-23 23:55:21, 24.6
2024-07-23 23:57:22, 24.6
2024-07-23 23:59:23, 24.7
2024-07-24 00:01:24, 24.6
2024-07-24 00:03:25, 24.6
2024-07-24 00:05:26, 24.6
2024-07-24 00:07:27, 24.6
2024-07-24 00:09:28, 24.6
2024-07-24 00:11:29, 24.6
2024-07-24 00:13:30, 24.6
2024-07-24 00:15:31, 24.6
2024-07-24 00:17:32, 24.6
2024-07-24 00:19:33, 24.6
2024-07-24 00:21:34, 24.6
2024-07-24 00:23:35, 24.6
2024-07-24 00:25:36, 24.6
2024-07-24 00:27:37, 24.6
2024-07-24 00:29:38, 24.6
2024-07-24 00:31:39, 24.5
2024-07-24 00:33:40, 24.5
2024-07-24 00:35:41, 24.5
2024-07-24 00:37:42, 24.6
2024-07-24 00:39:43, 24.6
2024-07-24 00:41:44, 24.5
2024-07-24 00:43:45, 24.6
2024-07-24 00:45:46, 24.6
2024-07-24 00:47:47, 24.5
2024-07-24 00:49:48, 24.5
2024-07-24 00:51:49, 24.5
2024-07-24 00:53:49, 24.5
2024-07-24 00:55:50, 24.5
2024-07-24 00:57:51, 24.5
2024-07-24 00:59:52, 24.5
2024-07-24 01:01:53, 24.5
2024-07-24 01:03:54, 24.5
2024-07-24 01:05:55, 24.5
2024-07-24 01:07:56, 24.5
2024-07-24 01:09:57, 24.5
2024-07-24 01:11:58, 24.5
2024-07-24 01:13:59, 24.5
2024-07-24 01:16:00, 24.5
2024-07-24 01:18:01, 24.4
2024-07-24 01:20:02, 24.5
2024-07-24 01:22:03, 24.4
2024-07-24 01:24:04, 24.4
2024-07-24 01:26:05, 24.5
2024-07-24 01:28:06, 24.4
2024-07-24 01:30:07, 24.5
2024-07-24 01:32:08, 24.5
2024-07-24 01:34:09, 24.4
2024-07-24 01:36:10, 24.5
2024-07-24 01:38:11, 24.4
2024-07-24 01:40:12, 24.5
2024-07-24 01:42:13, 24.4
2024-07-24 01:44:14, 24.4
2024-07-24 01:46:15, 24.4
2024-07-24 01:48:16, 24.4
2024-07-24 01:50:17, 24.4
2024-07-24 01:52:18, 24.4
2024-07-24 01:54:19, 24.4
2024-07-24 01:56:20, 24.4
2024-07-24 01:58:21, 24.4
2024-07-24 02:00:22, 24.3
2024-07-24 02:02:23, 24.4
2024-07-24 02:04:24, 24.4
2024-07-24 02:06:25, 24.3
2024-07-24 02:08:26, 24.4
2024-07-24 02:10:27, 24.4
2024-07-24 02:12:28, 24.3
2024-07-24 02:14:29, 24.3
2024-07-24 02:16:30, 24.3
2024-07-24 02:18:31, 24.3
2024-07-24 02:20:32, 24.3
2024-07-24 02:22:33, 24.3
2024-07-24 02:24:34, 24.3
2024-07-24 02:26:35, 24.3
2024-07-24 02:28:36, 24.3
2024-07-24 02:30:37, 24.3
2024-07-24 02:32:38, 24.3
2024-07-24 02:34:39, 24.3
2024-07-24 02:36:39, 24.2
2024-07-24 02:38:40, 24.3
2024-07-24 02:40:41, 24.2
2024-07-24 02:42:42, 24.3
2024-07-24 02:44:43, 24.2
2024-07-24 02:46:44, 24.2
2024-07-24 02:48:45, 24.2
2024-07-24 02:50:46, 24.2
2024-07-24 02:52:47, 24.2
2024-07-24 02:54:48, 24.2
2024-07-24 02:56:49, 24.2
2024-07-24 02:58:50, 24.2
2024-07-24 03:00:51, 24.2
2024-07-24 03:02:52, 24.2
2024-07-24 03:04:53, 24.1
2024-07-24 03:06:54, 24.2
2024-07-24 03:08:55, 24.2
2024-07-24 03:10:56, 24.2
2024-07-24 03:12:57, 24.1
2024-07-24 03:14:58, 24.1
2024-07-24 03:16:59, 24.1
2024-07-24 03:19:00, 24.1
2024-07-24 03:21:01, 24.1
2024-07-24 03:23:02, 24.1
2024-07-24 03:25:03, 24.1
2024-07-24 03:27:04, 24.1
2024-07-24 03:29:05, 24.1
2024-07-24 03:31:06, 24.1
2024-07-24 03:33:07, 24.1
2024-07-24 03:35:08, 24.1
2024-07-24 03:37:09, 24.1
2024-07-24 03:39:10, 24.0
2024-07-24 03:41:11, 24.0
2024-07-24 03:43:12, 24.1
2024-07-24 03:45:13, 24.0
2024-07-24 03:47:14, 24.0
2024-07-24 03:49:15, 24.0
2024-07-24 03:51:16, 24.0
2024-07-24 03:53:17, 24.1
2024-07-24 03:55:18, 24.0
2024-07-24 03:57:19, 24.0
2024-07-24 03:59:20, 24.0
2024-07-24 04:01:21, 24.0
2024-07-24 04:03:22, 24.0
2024-07-24 04:05:23, 24.0
2024-07-24 04:07:24, 24.0
2024-07-24 04:09:25, 24.0
2024-07-24 04:11:26, 24.0
2024-07-24 04:13:27, 24.0
2024-07-24 04:15:28, 24.0
2024-07-24 04:17:29, 24.0
2024-07-24 04:19:29, 24.0
2024-07-24 04:21:30, 24.0
2024-07-24 04:23:31, 24.0
2024-07-24 04:25:32, 24.0
2024-07-24 04:27:33, 24.0
2024-07-24 04:29:34, 24.0
2024-07-24 04:31:35, 23.9
2024-07-24 04:33:36, 23.9
2024-07-24 04:35:37, 24.0
2024-07-24 04:37:38, 23.9
2024-07-24 04:39:39, 24.0
2024-07-24 04:41:40, 23.9
2024-07-24 04:43:41, 24.0
2024-07-24 04:45:42, 23.9
2024-07-24 04:47:43, 23.9
2024-07-24 04:49:44, 23.9
2024-07-24 04:51:45, 23.9
2024-07-24 04:53:46, 23.9
2024-07-24 04:55:47, 23.9
2024-07-24 04:57:48, 23.9
2024-07-24 04:59:49, 23.9
2024-07-24 05:01:50, 23.9
2024-07-24 05:03:51, 23.9
2024-07-24 05:05:52, 23.9
2024-07-24 05:07:53, 23.9
2024-07-24 05:09:54, 23.9
2024-07-24 05:11:55, 23.9
2024-07-24 05:13:56, 23.9
2024-07-24 05:15:57, 23.9
2024-07-24 05:17:58, 23.9
2024-07-24 05:19:59, 23.8
2024-07-24 05:22:00, 23.9
2024-07-24 05:24:01, 23.9
2024-07-24 05:26:02, 23.9
2024-07-24 05:28:03, 23.9
2024-07-24 05:30:04, 23.9
2024-07-24 05:32:05, 23.9
2024-07-24 05:34:06, 23.9
2024-07-24 05:36:07, 23.9
2024-07-24 05:38:08, 23.8
2024-07-24 05:40:09, 23.9
2024-07-24 05:42:10, 23.8
2024-07-24 05:44:11, 23.9
2024-07-24 05:46:12, 23.8
2024-07-24 05:48:13, 23.8
2024-07-24 05:50:14, 23.8
2024-07-24 05:52:15, 23.9
2024-07-24 05:54:16, 23.8
2024-07-24 05:56:17, 23.9
2024-07-24 05:58:18, 23.8
2024-07-24 06:00:19, 23.9
2024-07-24 06:02:20, 23.9
2024-07-24 06:04:21, 23.9
2024-07-24 06:06:22, 23.8
2024-07-24 06:08:22, 23.9
2024-07-24 06:10:23, 23.9
2024-07-24 06:12:24, 23.9
2024-07-24 06:14:25, 23.9
2024-07-24 06:16:26, 23.9
2024-07-24 06:18:27, 23.9
2024-07-24 06:20:28, 23.9
2024-07-24 06:22:29, 23.9
2024-07-24 06:24:30, 23.9
2024-07-24 06:26:31, 23.9
2024-07-24 06:28:32, 23.9
2024-07-24 06:30:33, 23.9
2024-07-24 06:32:34, 23.9
2024-07-24 06:34:35, 23.9
2024-07-24 06:36:36, 23.9
2024-07-24 06:38:37, 23.9
2024-07-24 06:40:38, 23.9
2024-07-24 06:42:39, 23.9
2024-07-24 06:44:40, 23.9
2024-07-24 06:46:41, 23.9
2024-07-24 06:48:42, 23.9
2024-07-24 06:50:43, 23.9
2024-07-24 06:52:44, 23.9
2024-07-24 06:54:45, 23.9
2024-07-24 06:56:46, 23.9
2024-07-24 06:58:47, 23.9
2024-07-24 07:00:48, 23.9
2024-07-24 07:02:49, 23.9
2024-07-24 07:04:50, 23.9
2024-07-24 07:06:51, 23.9
2024-07-24 07:08:52, 24.0
2024-07-24 07:10:53, 23.9
2024-07-24 07:12:54, 23.9
2024-07-24 07:14:55, 24.0
2024-07-24 07:16:56, 23.9
2024-07-24 07:18:57, 23.9
2024-07-24 07:20:58, 23.9
2024-07-24 07:22:59, 23.9
2024-07-24 07:25:00, 23.9
2024-07-24 07:27:01, 23.9
2024-07-24 07:29:02, 23.9
2024-07-24 07:31:03, 24.0
2024-07-24 07:33:04, 23.9
2024-07-24 07:35:05, 23.9
2024-07-24 07:37:06, 23.9
2024-07-24 07:39:06, 23.9
2024-07-24 07:41:07, 23.9
2024-07-24 07:43:08, 23.9
2024-07-24 07:45:09, 23.9
2024-07-24 07:47:10, 23.9
2024-07-24 07:49:11, 23.9
2024-07-24 07:51:12, 23.9
2024-07-24 07:53:13, 23.9
2024-07-24 07:55:14, 23.9
2024-07-24 07:57:15, 23.9
2024-07-24 07:59:16, 23.9
2024-07-24 08:01:17, 23.9
2024-07-24 08:03:18, 23.9
2024-07-24 08:05:19, 23.9
2024-07-24 08:07:20, 23.9
2024-07-24 08:09:21, 23.9
2024-07-24 08:11:22, 23.9
2024-07-24 08:13:23, 23.9
2024-07-24 08:15:24, 23.9
2024-07-24 08:17:25, 24.0
2024-07-24 08:19:26, 23.9
2024-07-24 08:21:27, 23.9
2024-07-24 08:23:28, 23.9
2024-07-24 08:25:29, 23.9
2024-07-24 08:27:30, 23.9
2024-07-24 08:29:31, 23.9
2024-07-24 08:31:32, 23.9
2024-07-24 08:33:33, 23.9
2024-07-24 08:35:34, 23.9
2024-07-24 08:37:35, 23.9
2024-07-24 08:39:36, 23.9
2024-07-24 08:41:37, 23.9
2024-07-24 08:43:38, 23.9
2024-07-24 08:45:39, 23.9
2024-07-24 08:47:40, 23.9
2024-07-24 08:49:41, 23.9
2024-07-24 08:51:42, 23.9
2024-07-24 08:53:43, 23.9
2024-07-24 08:55:44, 23.9
2024-07-24 08:57:45, 23.9
2024-07-24 08:59:46, 23.9
2024-07-24 09:01:47, 23.9
